run_id,backend,material_matrix,material_inclusion,diameter_mm,depth_mm,is_healthy,noise_condition,noise_db,noise_seed,method,is_detected,cnr,defect_contrast,iou,dice,precision,recall,loc_error_mm,loc_error_px,true_diameter_mm,pred_diameter_mm,diam_error_mm,true_area_mm2,pred_area_mm2,area_error_mm2,runtime_seconds,sim_time_seconds,git_commit,config_hash
47,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1009,Matched Filter,False,0.8148192493028794,0.18927400613511702,0.0,0.0,0.0,0.0,19.830056658025487,7.132621615879527,4.0,14.6051594771551,10.6051594771551,12.566370614359172,167.53381893860563,154.96744832424645,0.007720399997197092,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
48,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1009,PCT,False,1.4431633801875494,0.05387967241420889,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,12.566370614359172,0.0,12.566370614359172,0.02281960000982508,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
49,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1009,SPCT,False,0.39721450021137406,0.00013325494043350122,0.0,0.0,0.0,0.0,53.15758090722742,19.09188309203678,4.0,9.136158811767384,5.136158811767384,12.566370614359172,65.55671175858481,52.99034114422564,0.13604789998498745,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
50,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1009,RPT,False,0.2520618879108199,0.12642900767277254,0.0,0.0,0.0,0.0,17.719193635742474,6.3639610306789285,4.0,9.136158811767384,5.136158811767384,12.566370614359172,65.55671175858481,52.99034114422564,0.0017053000046871603,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
51,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1010,Raw Contrast,False,0.060019939739675746,0.13140912591754306,0.0,0.0,0.0,0.0,26.333331138011033,9.219544457292887,4.0,11.394792034929756,7.394792034929756,12.566370614359172,101.97710718002082,89.41073656566165,0.0005008000007364899,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
52,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1010,Matched Filter,False,0.8148192493028794,0.18927400613511702,0.0,0.0,0.0,0.0,19.830056658025487,7.132621615879527,4.0,14.6051594771551,10.6051594771551,12.566370614359172,167.53381893860563,154.96744832424645,0.007743900001514703,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
53,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1010,PCT,False,1.4431633801875494,0.05387967241420889,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,12.566370614359172,0.0,12.566370614359172,0.011517300008563325,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
54,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1010,SPCT,False,0.39721450021137406,0.00013325494043350122,0.0,0.0,0.0,0.0,53.15758090722742,19.09188309203678,4.0,9.136158811767384,5.136158811767384,12.566370614359172,65.55671175858481,52.99034114422564,0.1417049000156112,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
55,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 30 dB,30.0,1010,RPT,False,0.2520618879108199,0.12642900767277254,0.0,0.0,0.0,0.0,17.719193635742474,6.3639610306789285,4.0,9.136158811767384,5.136158811767384,12.566370614359172,65.55671175858481,52.99034114422564,0.0019400999881327152,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
56,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1001,Raw Contrast,False,0.060328273830351595,0.13702811196002693,0.0,0.0,0.0,0.0,26.333331138011033,9.219544457292887,4.0,11.394792034929756,7.394792034929756,12.566370614359172,101.97710718002082,89.41073656566165,0.0005253000126685947,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
57,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1001,Matched Filter,False,0.6122179223049063,0.13406358426330156,0.0,0.0,0.0,0.0,44.2597220605626,13.946325680981351,4.0,9.136158811767384,5.136158811767384,12.566370614359172,65.55671175858481,52.99034114422564,0.007581599988043308,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
58,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1001,PCT,False,0.42079627700945105,0.00017364493186047825,0.0,0.0,0.0,0.0,15.027723253409395,6.576473218982952,4.0,14.284127758321144,10.284127758321144,12.566370614359172,160.24973985431842,147.68336923995923,0.020167600014247,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
59,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1001,SPCT,False,0.4724562967350078,0.0001943611389086733,0.0,0.0,0.0,0.0,12.257319138898447,5.171287512106822,4.0,17.75750084502754,13.75750084502754,12.566370614359172,247.65868886576484,235.0923182514057,0.16681339999195188,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
60,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1001,RPT,False,0.009321768842661778,0.008294477580657045,0.0,0.0,0.0,0.0,17.719193635742474,6.3639610306789285,4.0,9.136158811767384,5.136158811767384,12.566370614359172,65.55671175858481,52.99034114422564,0.0016018000023905188,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
61,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1002,Raw Contrast,False,0.060328273830351595,0.13702811196002693,0.0,0.0,0.0,0.0,26.333331138011033,9.219544457292887,4.0,11.394792034929756,7.394792034929756,12.566370614359172,101.97710718002082,89.41073656566165,0.00043780001578852534,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
62,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1002,Matched Filter,False,0.6122179223049063,0.13406358426330156,0.0,0.0,0.0,0.0,44.2597220605626,13.946325680981351,4.0,9.136158811767384,5.136158811767384,12.566370614359172,65.55671175858481,52.99034114422564,0.007493800017982721,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
63,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1002,PCT,False,0.42079627700945105,0.00017364493186047825,0.0,0.0,0.0,0.0,15.027723253409395,6.576473218982952,4.0,14.284127758321144,10.284127758321144,12.566370614359172,160.24973985431842,147.68336923995923,0.008617900020908564,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
64,fem,mild_steel_1018,welding_slag_silicate,4.0,0.2,False,SNR 25 dB,25.0,1002,SPCT,False,0.4724562967350078,0.0001943611389086733,0.0,0.0,0.0,0.0,12.257319138898447,5.171287512106822,4.0,17.75750084502754,13.75750084502754,12.566370614359172,247.65868886576484,235.0923182514057,0.13101900002220646,4.3758642000029795,f7b2779a10924b2c6e7fb4af567db08a93b883d0,2a04f73efc008b19
