method,mean_runtime_ms,min_runtime_ms,max_runtime_ms,std_runtime_ms
Matched Filter,8.633057934780334,5.747000017436221,32.72429999196902,1.9238346364279433
PCT,12.108301548399933,6.655500008491799,44.662200001766905,5.24348589722757
RPT,1.9178646453656256,1.0112000163644552,5.065199977252632,0.502917814306742
Raw Contrast,0.6276637417144112,0.32759999157860875,2.8577000193763524,0.2644877273769065
SPCT,145.1690503225977,100.15620000194758,450.47019998310134,30.988437768314807
