method_name,diameter_mm,snr_condition,max_detectable_depth_mm
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,6,clean,1
RPT,8,20dB,0.4
RPT,8,25dB,0.6
RPT,8,30dB,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,8,clean,1
RPT,10,20dB,0.4
RPT,10,25dB,0.6
RPT,10,30dB,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,10,clean,1
RPT,12,20dB,0.6
RPT,12,25dB,0.8
RPT,12,30dB,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
RPT,12,clean,1
Raw Contrast,4,20dB,0.2
Raw Contrast,4,25dB,0.6
Raw Contrast,4,30dB,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,4,clean,1
Raw Contrast,6,20dB,0.2
Raw Contrast,6,25dB,0.6
Raw Contrast,6,30dB,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,6,clean,1
Raw Contrast,8,20dB,1
Raw Contrast,8,25dB,1
Raw Contrast,8,30dB,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,8,clean,1
Raw Contrast,10,20dB,1
Raw Contrast,10,25dB,1
Raw Contrast,10,30dB,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,10,clean,1
Raw Contrast,12,20dB,1
Raw Contrast,12,25dB,1
Raw Contrast,12,30dB,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
Raw Contrast,12,clean,1
