case_id,diameter_mm,depth_mm,is_healthy,snr_db,noise_seed,method_name,is_detected,iou,dice,precision,recall,localization_error_mm,diameter_error_mm,area_error_mm2,cnr,defect_contrast,is_false_positive,specificity,runtime_s
23,12,0.6,0,30,1009,Raw Contrast,1,0.65625,0.792452830188679,1,0.65625,0.132275132275133,2.28845839473707,39.0232614551585,1.70530138660025,0.565194697889141,0,1,0.0149859
23,12,0.6,0,30,1009,Matched Filter,1,0.6875,0.814814814814815,1,0.6875,0,2.05992026544253,35.4959245944883,1.77592185615475,0.931875856615701,0,1,0.0170128
23,12,0.6,0,30,1009,PCT,1,0.6875,0.814814814814815,1,0.6875,0,2.05992026544253,35.4959245944883,1.68877535018562,0.106563652624282,0,1,0.1299951
23,12,0.6,0,30,1009,SPCT,1,0.671875,0.803738317757009,1,0.671875,0.112648169211274,2.17352490767638,37.2595930248234,1.49690939584105,0.104110488650077,0,1,0.3453374
23,12,0.6,0,30,1009,RPT,1,0.831168831168831,0.907801418439716,0.831168831168831,1,0.447939200119212,1.149489494896,22.7051336065699,1.58731371643356,1.98328734393036,0,1,0.0038991
23,12,0.6,0,30,1010,Raw Contrast,1,0.671875,0.803738317757009,1,0.671875,0.112648169211274,2.17352490767638,37.2595930248234,1.70057088825656,0.564006559060487,0,1,0.0061724
23,12,0.6,0,30,1010,Matched Filter,1,0.703125,0.825688073394495,1,0.703125,0.123469387112433,1.94759941513154,33.7322561641532,1.71663404490061,0.946277214452621,0,1,0.014183
23,12,0.6,0,30,1010,PCT,1,0.6875,0.814814814814815,1,0.6875,0,2.05992026544253,35.4959245944883,1.68188990215367,0.106563031735498,0,1,0.1723986
23,12,0.6,0,30,1010,SPCT,1,0.6875,0.814814814814815,1,0.6875,0,2.05992026544253,35.4959245944883,1.48992734083969,0.103976653381422,0,1,0.2211742
23,12,0.6,0,30,1010,RPT,1,0.617647058823529,0.763636363636364,0.623762376237624,0.984375,0.741007671421385,3.05997381537124,65.0331759346122,1.44000716112028,1.94385252884114,0,1,0.0026567
23,12,0.6,0,25,1001,Raw Contrast,1,0.7875,0.881118881118881,0.79746835443038,0.984375,0.219009738362386,1.31916734465737,26.2324704672401,1.64710594254771,0.579304308828995,0,1,0.009265
23,12,0.6,0,25,1001,Matched Filter,1,0.671875,0.803738317757009,1,0.671875,0.112648169211274,2.17352490767638,37.2595930248234,1.67885053988708,0.941956804381151,0,1,0.0144743
23,12,0.6,0,25,1001,PCT,1,0.6875,0.814814814814815,1,0.6875,0,2.05992026544253,35.4959245944883,1.68220699674877,0.103768216477676,0,1,0.1623575
