method_name,total_evaluations,detection_rate_pct,mean_iou,mean_dice,mean_cnr,mean_loc_error_mm,mean_diameter_error_mm,mean_runtime_s
Matched Filter,775,96.7741935483871,0.351087298747167,0.479341769366249,1.72913850901693,1.11191607025876,8.48665216664033,0.0183300347096774
PCT,775,78.8387096774193,0.443913094890488,0.545798283384325,1.94344025229695,0.30893862931495,5.93449216309577,0.190347777290323
RPT,775,57.9354838709677,0.332432471286148,0.406183075625129,0.902977305669124,0.770569028077704,6.7216999277287,0.00748153883870968
Raw Contrast,775,88.3870967741936,0.418168779606689,0.542597807574987,1.59696979255302,1.07351118459774,6.4857695551591,0.0213150486451613
SPCT,775,69.8064516129032,0.404619758040692,0.496069686069845,1.84099408618277,0.213554903481545,6.15953190653262,0.436992059612903
